type,activity,sex_,injury,fatal_(y/n),species_,shark_specie,activity_group,severity_group,body_group
Unprovoked,Swimming,M,Thigh gashed,N,Hammerhead shark,Hammer Shark,Swimming,Undetermined,Lower extremities
Invalid,Walking,F,Minor lacerations & abrasions to lower leg. ,,Shark involvement not confirmed,Unidentify,Wading,Amputations or Lacerations,Lower extremities
Unprovoked,"Spearfishing, but standing in knee-deep water",M,Thigh & swim fin bitten,N,1.8 m [6'] carpet shark,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Freediving,M,No injury,N,Grey reef shark,Unidentify,Diving,Minor or No injuries,Undetermined
Boating,Fishing,,No injury to occupants. Shark  gouged planks of boat,N,15' shark,Unidentify,Fishing,Minor or No injuries,Undetermined
Provoked,Fishing from 34' boat when pulled overboard by hooked shark,M,FATAL PROVOKED INCIDENT,Y,4.6 m [15'] shark,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,"Left forearm bitten, surgically amputated",N,empty,Unidentify,Board sports,Amputations or Lacerations,Upper extremities
Invalid,Argentine Air Force C-54,,2 life preservers had been bitten by sharks,,Shark involvement not confirmed,Unidentify,Other,Amputations or Lacerations,Undetermined
Unprovoked,Surfing,M,Puncture wounds to right thigh,N,"Grey nurse shark, 2.4 m [8'] ",Nurse Shark,Board sports,Undetermined,Lower extremities
Unprovoked,The boat Caribou II sank,M,Survived,N,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,Sunbathing on beach when he saw child being attacked by the shark,M,Right arm & right leg bitten,N,"1.8 m [6'], 180-lb shark",Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Playing in the water,F,FATAL,Y,"1.8 m [6'], 180-lb shark",Unidentify,Other,Undetermined,Undetermined
Unprovoked,"Spearfishing, shot a turtle",M,FATAL,Y,2 sharks involved,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Wading,M,Toe severed,N,empty,Unidentify,Wading,Amputations or Lacerations,Undetermined
Provoked,Spearing fish,M,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,"""small shark""",Unidentify,Diving,Minor or No injuries,Lower extremities
Provoked,Fishing (rod & line),M,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,0.9 m [3'] shark,Unidentify,Fishing,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,Leg & arm bitten,N,300-kg [662-lb] shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Invalid,"Arsinoe, a French tanker",M,"One man was lost, but he may have drowned",,Shark involvement not confirmed,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Swimming,M,Right thigh lacerated,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Provoked,Attempting to anesthetize shark,M,Chest bitten PROVOKED INCIDENT,N,"Lemon shark, 0.5 m",Lemon Shark,Other,Amputations or Lacerations,Torso
Unprovoked,Bathing,M,"FATAL, both legs severed ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Boating,empty,,"No injury to occupant, shark bit boat",N,empty,Unidentify,Other,Minor or No injuries,Undetermined
Invalid,Wading,M,Parallel lacerations on right calf. Thought to be a barracuda bite ,,Questionable incident,Unidentify,Wading,Amputations or Lacerations,Undetermined
Invalid,"Diving, retrieving film package from Titan 3C rocket",M,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,Invalid,Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,"Right forearm severed, right leg bitten and surgically amputated",N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Spearfishing,M,Minor injury,N,empty,Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Treading water,M,"FATAL, body not recovered",Y, ,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Swimming,M,"FATAL, left leg & right arm severed ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,"FATAL, left arm & right leg severed ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Standing,M,Leg bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Diving,M,Minor injury,N,empty,Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,"Right arm severed, right leg bitten, not known if he survived",N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,Bull shark,Bull Shark,Other,Undetermined,Lower extremities
Invalid,Surfing,M,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,,Invalid,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Spearfishing,M,Left hand severely lacerated,N,"White shark, 10' to 12' ",White Shark,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Walking on reef,M,Right leg bitten,N,"Tiger shark, tooth fragment recovered",Tiger Shark,Wading,Amputations or Lacerations,Lower extremities
Unprovoked,Paddling on surfboard,M,Left hand punctured & lacerated,N,Blacktip or spinner shark,Blacktip Shark,Board sports,Amputations or Lacerations,Upper extremities
Invalid,Aircraft exploded,M,"All 16 onboard perished, recovery efforts hampered by sharks",,Shark involvement prior to death was not confirmed,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Free diving,M,Survived,N,Mako shark,Mako Shark,Diving,Undetermined,Undetermined
Unprovoked,Treading water,M,"Abdomen, buttock, thigh, arm & hand bitten",N,"1.8 m [6'], 136-kg [300-lb] shark ",Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Scuba diving,M,Punctures on left thigh,N,1.2 m [4'] shark,Unidentify,Diving,Undetermined,Lower extremities
Invalid,Motor boat Rebel Belle lost,M,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",,Shark involvement prior to death was not confirmed,Unidentify,Boat incincidents,Undetermined,Torso
Unprovoked,Paddling rescue ski,M,"No injury, ski bitten",N,"White shark, 3.7 m [12'] ",White Shark,Board sports,Minor or No injuries,Undetermined
Unprovoked,Body surfing,M,Right thigh punctured,N,empty,Unidentify,Board sports,Undetermined,Lower extremities
Unprovoked,Swimming,M,Thigh gashed,N,1.5 m [5'] shark,Unidentify,Swimming,Undetermined,Lower extremities
Unprovoked,Free diving,M,FATAL,Y,4.9 m [16'] whaler,Cooper Shark,Diving,Undetermined,Undetermined
Unprovoked,Dangling feet in the water,M,Foot bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Provoked,Surfing,M,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,empty,Unidentify,Board sports,Undetermined,Lower extremities
Provoked,Collecting marine specimens,M,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] ",Nurse Shark,Other,Minor or No injuries,Undetermined
Unprovoked,Standing in waist-deep water,M,Leg bitten three times,N,Small shark with white-tipped dorsal fin,White Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,"Spearfishing, but standing in the water",M,Ankle and thigh bitten; shark made three strikes,N,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark",Mako Shark,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,empty,Unidentify,Other,Undetermined,Lower extremities
Invalid,Bather,,No details,,Questionable incident,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Swimming,M,"Hand, ankle & calf lacerated",N,Raggedtooth shark ,Ragged Shark,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,Thigh severely lacerated,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Boating,Fishing,,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,4.6 m [15'] shark,Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,"Canoe swamped, swimming back to canoe",M,Survived,N,2.1 m [7'] shark,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Fishing with hand line tied to wrist & was pulled into the water,M,FATAL,Y,empty,Unidentify,Fishing,Undetermined,Undetermined
Unprovoked,Free diving with seals,M,Left leg severed,N,"White shark, 2.4 m [8'] ",White Shark,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming out to rescue swimmers in difficulty,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Provoked,"Filming underwater, carrying powerhead",M,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,"White shark, 2.7 m [9'1""], 750-lb ",White Shark,Other,Undetermined,Undetermined
Boating,Longline fishing,,"No injury to occupant, shark bit propeller of outboard motor",N,Mako shark,Mako Shark,Fishing,Minor or No injuries,Undetermined
Provoked,Surf fishing,M,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Invalid,Boat Miss Becky  sank 12 miles from shore,,"No injury to occupants, drove sharks away with paddles",,Invalid,Unidentify,Boat incincidents,Minor or No injuries,Undetermined
Unprovoked,"Surfing, but swimming to his board",M,Abrasions & 11 teethmarks on right lower leg,N,"Grey nurse shark, 1.8 m [6']",Nurse Shark,Board sports,Undetermined,Lower extremities
Invalid,Spearfishing,M,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",,Shark involvement prior to death was not confirmed,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Swimming,M,Right thigh &  elbow bitten,N,1.8 m [6'] shark,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Bruised & abraded ankle,N,empty,Unidentify,Swimming,Undetermined,Lower extremities
Unprovoked,Floating on his back in an inner tube,M,Right thigh bitten,N,1.8 to 2.4 m [6' to 8'] shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Invalid,Spearfishing / free diving,M,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,,Invalid,Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,"No injury,  bumped repeatedly",N,3' shark,Unidentify,Swimming,Minor or No injuries,Undetermined
Unprovoked,Spearfishing using scuba,M,"No injury, shark hit scuba tank",N,Hammerhead shark,Hammer Shark,Diving,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,"Leg bitten, surgically amputated",N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Free diving / Spearfishingat edge of reef,M,Foot lacerated,N,Less than 1.2 m [4'],Unidentify,Diving,Amputations or Lacerations,Lower extremities
Provoked,empty,M,Arm lacerated by speared shark PROVOKED INCIDENT,N,Nurse shark,Nurse Shark,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Searching for remains of  Dr. Marais,M,"No injury, shark charged & impaled itself on spear",N,Zambesi shark,Bull Shark,Other,Minor or No injuries,Undetermined
Invalid,"Yacht Gooney Bird foundered, 4 survivors on raft",,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",,Invalid,Unidentify,Other,Minor or No injuries,Undetermined
Invalid,Spearfishing ,M,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Provoked,Tagging sharks,M,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,white shark,White Shark,Other,Minor or No injuries,Undetermined
Unprovoked,Standing / fishing,M,"FATAL, leg severed ",Y,empty,Unidentify,Fishing,Amputations or Lacerations,Lower extremities
Boating,canoeing,,"No injury to occupant, canoe struck several times by shark ",N,empty,Unidentify,Kayaking,Minor or No injuries,Undetermined
Sea Disaster,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,empty,Unidentify,Other,Undetermined,Undetermined
Invalid,Attempting to swim across the Atlantic Ocean,F,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",,Shark involvement prior to death was not confirmed,Unidentify,Swimming,Undetermined,Undetermined
Boating,Fishing,,"No injury to occupants, shark crashed through windshield of boat",N,2.1 m [7'] shark,Unidentify,Fishing,Minor or No injuries,Undetermined
Boating,Fishing,M,"No injury to occupant, shark lifted canoe's outrigger",N,2.4 m [8'] shark,Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,Spearfishing,M,Buttocks bitten,N,empty,Unidentify,Diving,Amputations or Lacerations,Undetermined
Invalid,Swimming,M,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",,Shark involvement prior to death was not confirmed,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Standing,M,No injury,N,Lemon shark ,Lemon Shark,Other,Minor or No injuries,Undetermined
Unprovoked,Spearfishing,M,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,Tiger shark,Tiger Shark,Diving,Undetermined,Torso
Unprovoked,Skin diving,M,"FATAL, torso / abdomen severely bitten  ",Y,1.8 m [6'] shark,Unidentify,Diving,Amputations or Lacerations,Torso
Unprovoked,Fishing,M,FATAL,Y,empty,Unidentify,Fishing,Undetermined,Undetermined
Unprovoked,Surfing,M,Left thigh lacerated,N,1.8 m [6'] shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Sea Disaster,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,Presumed FATAL,Y,empty,Unidentify,Kayaking,Undetermined,Undetermined
Unprovoked,Skin diving ,M,"Minor injury, abdomen abraded when he collided with the shark",N,1.7 m [5.5'] shark,Unidentify,Diving,Minor or No injuries,Torso
Unprovoked,Free diving for shell,M,Thigh & hand bitten,N,3 m shark,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Provoked,Fishing,,Hooked shark bit boat PROVOKED INCIDENT,N,"Tiger shark, 3.5 m, 250-lb female",Tiger Shark,Fishing,Amputations or Lacerations,Undetermined
Unprovoked,Diving for trochus shell,M,"FATAL, foot & part of other leg severed  ",Y,empty,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Spearfishing,M,"FATAL, thigh and abdomen bitten ",Y,empty,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,preparing to go skin diving,M,Hand lacerated,N,empty,Unidentify,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Spearfishing,M,"No injury to diver, shark bit speargun",N,"White shark, 3 m [10'] ",White Shark,Diving,Minor or No injuries,Undetermined
Unprovoked,Body boarding,M,Right ankle lacerated,N,"White shark, 1.5 m [5'] k",White Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Lying in 2 feet of water,M,Right leg & shoulder lacerated,N,"""sand shark""",Sand Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,"FATAL, both legs bitten & right leg severed at knee ",Y,"White shark, 3 m to 3.7 m [10' to 12'] ",White Shark,Swimming,Amputations or Lacerations,Lower extremities
Invalid,Swimming,M,Body not recovered  / May have drowned prior to shark involvement,,Shark involvement prior to death was not confirmed,Unidentify,Swimming,Undetermined,Undetermined
Boating,Rowing,,"No injury to occupants , shark nudged oars",N,1.8 m [6'] shark,Unidentify,Other,Minor or No injuries,Undetermined
Unprovoked,Floating,M,No injury,N,Hammerhead shark,Hammer Shark,Other,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,"FATAL, right arm & left thigh bitten ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Spearfishing,,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Body surfing,M,Heel & ankle bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Standing,M,Heel bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Undetermined
Boating,Shark watching,,"No injury to occupants, shark holed  boat",N,"White shark, 3.6 m [11'9""] ",White Shark,Other,Minor or No injuries,Undetermined
Unprovoked,Freediving,M,Arm lacerated,N,Wobbegong,Wobbegong Shark,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Spearfishing / Scuba diving (at surface),M,Leg & thigh bitten,N,White shark (tooth fragment recovered),White Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Fishing,M,FATAL,Y,Tiger shark,Tiger Shark,Fishing,Undetermined,Undetermined
